fecha,comuna,categoria,producto,cantidad,precio_unitario,total_venta,medio_pago,cliente_nuevo
2023-11-17,Río Bueno,Tecnología,Tablet,1,134000.0,134000.0,Efectivo,False
2023-03-18,Paillaco,Hogar,Mesa,1,183700.0,183700.0,Crédito,False
2023-01-29,Paillaco,Electrodomésticos,Microondas,2,361200.0,722400.0,Efectivo,True
2023-10-04,Río Bueno,Electrodomésticos,Refrigerador,1,79700.0,79700.0,Crédito,False
2023-03-05,Mariquina,Ropa,Pantalón,1,365500.0,365500.0,Efectivo,False
2023-10-02,Valdivia,Tecnología,Notebook,4,412000.0,1648000.0,Efectivo,True
2023-03-03,Mariquina,Alimentos,Pan,2,346200.0,692400.0,Transferencia,False
2023-03-20,La Unión,Tecnología,Tablet,4,27800.0,111200.0,Débito,False
2023-05-01,Futrono,Electrodomésticos,Microondas,1,303500.0,303500.0,Transferencia,False
2023-01-02,Corral,Deportes,Bicicleta,3,261300.0,783900.0,Transferencia,False
2023-02-28,Panguipulli,Ropa,Polera,4,100400.0,401600.0,Efectivo,False
2023-12-30,Río Bueno,Hogar,Mesa,1,153600.0,153600.0,Transferencia,False
2023-05-10,Panguipulli,Deportes,Balón,3,285800.0,857400.0,Crédito,False
2023-01-27,Los Lagos,Tecnología,Notebook,1,75300.0,75300.0,Crédito,False
2023-12-22,Los Lagos,Alimentos,Leche,1,215200.0,215200.0,Efectivo,False
2023-01-23,La Unión,Deportes,Balón,4,207700.0,830800.0,Débito,False
2023-09-04,Mariquina,Electrodomésticos,Microondas,2,332300.0,664600.0,Crédito,True
2023-11-05,Mariquina,Alimentos,Arroz,2,325000.0,650000.0,Débito,False
2023-02-23,Valdivia,Deportes,Zapatillas,3,276600.0,829800.0,Crédito,True
2023-11-22,Los Lagos,Ropa,Polera,2,212000.0,424000.0,Crédito,True
2023-10-02,Mariquina,Electrodomésticos,Microondas,2,344800.0,689600.0,Transferencia,False
2023-02-27,Futrono,Hogar,Mesa,4,47200.0,188800.0,Débito,False
2023-02-02,Lanco,Electrodomésticos,Refrigerador,3,208200.0,624600.0,Efectivo,True
2023-01-16,Río Bueno,Deportes,Bicicleta,4,26600.0,106400.0,Débito,True
2023-07-02,Futrono,Hogar,Mesa,4,233400.0,933600.0,Transferencia,True
2023-02-26,Panguipulli,Electrodomésticos,Refrigerador,3,131800.0,395400.0,Débito,False
2023-07-21,Lanco,Alimentos,Huevos,4,24800.0,99200.0,Efectivo,True
2023-02-01,Panguipulli,Deportes,Balón,4,404400.0,1617600.0,Efectivo,True
2023-10-13,Mariquina,Ropa,Chaqueta,1,401800.0,401800.0,Efectivo,False
2023-06-03,Río Bueno,Tecnología,Notebook,2,214500.0,429000.0,Efectivo,False
2023-01-12,Mariquina,Electrodomésticos,Microondas,2,154700.0,309400.0,Débito,False
2023-09-11,Futrono,Alimentos,Pan,4,151200.0,604800.0,Débito,False
2023-08-15,Paillaco,Electrodomésticos,Hervidor,3,345900.0,1037700.0,Efectivo,False
2023-03-10,Valdivia,Hogar,Silla,3,342600.0,1027800.0,Efectivo,True
2023-06-10,Río Bueno,Deportes,Bicicleta,4,449500.0,1798000.0,Transferencia,False
2023-10-01,Mariquina,Ropa,Pantalón,3,171900.0,515700.0,Crédito,False
2023-05-05,Panguipulli,Deportes,Balón,3,288000.0,864000.0,Débito,True
2023-01-01,Panguipulli,Deportes,Bicicleta,4,160000.0,640000.0,Crédito,False
2023-09-08,Corral,Deportes,Bicicleta,2,403100.0,806200.0,Débito,False
2023-11-15,La Unión,Tecnología,Notebook,2,452700.0,905400.0,Débito,False
2023-09-21,Panguipulli,Electrodomésticos,Hervidor,3,348200.0,1044600.0,Crédito,True
2023-07-27,Mariquina,Deportes,Balón,3,237700.0,713100.0,Débito,True
2023-08-15,Corral,Hogar,Lámpara,2,23000.0,46000.0,Crédito,True
2023-12-14,Los Lagos,Alimentos,Leche,1,109200.0,109200.0,Efectivo,True
